page,brand,model,category,size,space,color,price,source,condition,date,article_number,n_of_reviews,rating,delivery_time
14,APPLE,iPhone 12 ,Smartphone,6.1,128 GB,Green,529.,https://www.mediamarkt.ch/de/product/_apple-iphone-12-2028661.html,new,2024-04-06,2028661,(4),4.8,Auslieferung in bis zu 7 Werktagen
14,APPLE,iPhone 15 Pro Max ,Smartphone,6.7,1 TB,Blue Titanium,1580.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-pro-max-2203441.html,new,2024-04-06,2203441,(1),5.0,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
14,OPPO,Reno8 Lite 5G ,Smartphone,6.43,128 GB,Rainbow Spectrum,179.70,https://www.mediamarkt.ch/de/product/_oppo-reno8-lite-5g-2131454.html,new,2024-04-06,2131454,(2),5.0,Der Artikel ist nicht mehr verfügbar. Prüfen Sie die Marktverfügbarkeit
14,APPLE,iPhone 12 ,Smartphone,6.1,128 GB,Black,529.,https://www.mediamarkt.ch/de/product/_apple-iphone-12-2028653.html,new,2024-04-06,2028653,(8),3.3,Auslieferung in 1-2 Werktagen
15,APPLE,iPhone 15 Plus ,Smartphone,6.7,512 GB,Yellow,1130.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203400.html,new,2024-04-06,2203400,(0),,Auslieferung in 1-2 Werktagen
15,APPLE,iPhone 15 Plus ,Smartphone,6.7,512 GB,Green,1149.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203402.html,new,2024-04-06,2203402,(0),,
15,APPLE,iPhone 12 ,Smartphone,6.1,64 GB,Green,479.9,https://www.mediamarkt.ch/de/product/_apple-iphone-12-2028652.html,new,2024-04-06,2028652,(4),4.8,Auslieferung in 1-2 Werktagen
15,XIAOMI,Redmi Note 11 Pro 4G ,Smartphone,6.67,128 GB,Graphite Grey,339.70,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-11-pro-4g-2122548.html,new,2024-04-06,2122548,(8),4.5,Der Artikel ist nicht mehr verfügbar. Prüfen Sie die Marktverfügbarkeit
15,XIAOMI,Black Shark 2 Pro ,Smartphone,6.39,128 GB,Iceberg Grey,598.,https://www.mediamarkt.ch/de/product/_xiaomi-black-shark-2-pro-1971824.html,new,2024-04-06,1971824,(0),,Auslieferung in bis zu 7 Werktagen
15,APPLE,iPhone SE (2022) ,Smartphone,4.7,64 GB,Starlight,383.9,https://www.mediamarkt.ch/de/product/_apple-iphone-se-2022-2118898.html,new,2024-04-06,2118898,(6),5.0,Auslieferung in bis zu 6 Werktagen
15,APPLE,iPhone 15 ,Smartphone,6.1,512 GB,Yellow,1049.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-2203384.html,new,2024-04-06,2203384,(0),,
15,APPLE,iPhone 15 ,Smartphone,6.1,512 GB,Pink,1039.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-2203383.html,new,2024-04-06,2203383,(0),,Auslieferung in 1-2 Werktagen
15,APPLE,iPhone 15 ,Smartphone,6.1,512 GB,Blue,1059.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-2203386.html,new,2024-04-06,2203386,(2),5.0,Auslieferung in 1-2 Werktagen
15,APPLE,iPhone 15 ,Smartphone,6.1,512 GB,Green,1049.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-2203387.html,new,2024-04-06,2203387,(0),,Auslieferung in 1-2 Werktagen
15,APPLE,iPhone 14 ,Smartphone,6.1,128 GB,"128 GB, (PRODUCT)RED",621.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2151028.html,new,2024-04-06,2151028,(16),4.8,"Bestellbar, Auslieferung in 1-2 Werktagen"
15,APPLE,iPhone 15 Plus ,Smartphone,6.7,128 GB,Yellow,829.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203390.html,new,2024-04-06,2203390,(0),,
15,SAMSUNG,Galaxy S21 FE 5G ,Smartphone,6.4,128 GB,Olive,707.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s21-fe-5g-2105601.html,new,2024-04-06,2105601,(6),3.7,Der Artikel ist nicht mehr verfügbar. Prüfen Sie die Marktverfügbarkeit
15,APPLE,iPhone 15 Plus ,Smartphone,6.7,256 GB,Pink,929.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203394.html,new,2024-04-06,2203394,(2),5.0,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
15,XIAOMI,Redmi Note 12 Pro 4G ,Smartphone,6.67,256 GB,Glacier Blue,423.9,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-12-pro-4g-2195958.html,new,2024-04-06,,,,
15,XIAOMI,POCO M5s ,Smartphone,6.43,64 GB,Blau,191.95,https://www.mediamarkt.ch/de/product/_xiaomi-poco-m5s-2152694.html,new,2024-04-06,2152694,(0),,Auslieferung in bis zu 7 Werktagen
15,XIAOMI,POCO M5s ,Smartphone,6.43,64 GB,Weiss,199.95,https://www.mediamarkt.ch/de/product/_xiaomi-poco-m5s-2152695.html,new,2024-04-06,2152695,(0),,Auslieferung in bis zu 7 Werktagen
15,XIAOMI,Redmi 10 ,Smartphone,6.5,128 GB,Carbon Grey,149.7,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-10-2141006.html,new,2024-04-06,2141006,(10),3.4,"Bestellbar, Auslieferung in 1-2 Werktagen"
15,XIAOMI,13 Pro ,Smartphone,6.73,256 GB,Ceramic Black,1161.,https://www.mediamarkt.ch/de/product/_xiaomi-13-pro-2175507.html,new,2024-04-06,2175507,(2),5.0,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
15,FAIRPHONE,4 5G ,Smartphone,6.3,256 GB,Grau,549.,https://www.mediamarkt.ch/de/product/_fairphone-4-5g-2093553.html,new,2024-04-06,2093553,(0),,Auslieferung in 1-2 Werktagen
15,XIAOMI,13 ,Smartphone,6.36,256 GB,Schwarz,893.,https://www.mediamarkt.ch/de/product/_xiaomi-13-2175508.html,new,2024-04-06,2175508,(6),4.2,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
15,APPLE,iPhone 15 Plus ,Smartphone,6.7,512 GB,Pink,1173.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203399.html,new,2024-04-06,2203399,(0),,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
15,XIAOMI,Redmi Note 12 Pro 5G ,Smartphone,6.67,128 GB,Midnight Black,239.70,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-12-pro-5g-2176856.html,new,2024-04-06,,,,
15,APPLE,iPhone 14 Pro ,Smartphone,6.1,256 GB,Deep Purple,797.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-pro-2151062.html,new,2024-04-06,2151062,(19),4.7,Der Artikel ist nicht mehr verfügbar. Prüfen Sie die Marktverfügbarkeit
16,APPLE,iPhone 15 Pro ,Smartphone,6.1,1 TB,Blue Titanium,1485.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-pro-2203423.html,new,2024-04-06,2203423,(3),4.7,Auslieferung in 1-2 Werktagen
16,APPLE,iPhone 12 ,Smartphone,6.1,64 GB,White,479.95,https://www.mediamarkt.ch/de/product/_apple-iphone-12-2028626.html,new,2024-04-06,2028626,(11),4.4,Auslieferung in 1-4 Werktagen
16,APPLE,iPhone 14 Plus ,Smartphone,6.7,256 GB,Blue,829.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151049.html,new,2024-04-06,2151049,(2),5.0,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
16,XIAOMI,Redmi Note 12 4G ,Smartphone,6.67,128 GB,Onyx Gray,159.70,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-12-4g-2176859.html,new,2024-04-06,,,,
