page,brand,model,category,size,storage,color,price,source,condition,date,article_number,n_of_reviews,rating,delivery_time
13,xiaomi,redmi note 13 4g,Smartphone,6.67,256,blue,222.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-4g-2220890.html,new,2024-04-07,2220890.0,0,0.0,6.0
13,xiaomi,redmi note 13 pro+ 5g,Smartphone,6.67,512,white,446.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220880.html,new,2024-04-07,2220880.0,1,2.0,
13,xiaomi,redmi note 13 5g,Smartphone,6.67,256,unknown,254.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-5g-2220892.html,new,2024-04-07,2220892.0,4,4.8,7.0
13,nokia,x30 5g,Smartphone,6.43,128,white,429.0,https://www.mediamarkt.ch/de/product/_nokia-x30-5g-2161084.html,new,2024-04-07,2161084.0,2,3.5,7.0
13,xiaomi,13 lite,Smartphone,6.55,128,blue,446.0,https://www.mediamarkt.ch/de/product/_xiaomi-13-lite-2176850.html,new,2024-04-07,2176850.0,0,0.0,
13,nokia,x30 5g,Smartphone,6.43,256,blue,431.0,https://www.mediamarkt.ch/de/product/_nokia-x30-5g-2161082.html,new,2024-04-07,2161082.0,0,0.0,7.0
13,motorola,edge 30 ultra,Smartphone,6.67,256,black,839.0,https://www.mediamarkt.ch/de/product/_motorola-edge-30-ultra-2161930.html,new,2024-04-07,2161930.0,1,1.0,7.0
13,motorola,edge 30 fusion,Smartphone,6.55,128,black,699.0,https://www.mediamarkt.ch/de/product/_motorola-edge-30-fusion-2161928.html,new,2024-04-07,2161928.0,0,0.0,7.0
13,peaq,psp 400,Smartphone,4.95,32,schwarz,139.0,https://www.mediamarkt.ch/de/product/_peaq-psp-400-2059893.html,new,2024-04-07,2059893.0,25,4.0,
13,motorola,edge 30,Smartphone,6.5,128,unknown,509.0,https://www.mediamarkt.ch/de/product/_motorola-edge-30-2161926.html,new,2024-04-07,2161926.0,0,0.0,7.0
13,xiaomi,13,Smartphone,6.36,256,weiss,893.0,https://www.mediamarkt.ch/de/product/_xiaomi-13-2176848.html,new,2024-04-07,2176848.0,2,5.0,
13,motorola,razr 40,Smartphone,6.9,256,unknown,736.0,https://www.mediamarkt.ch/de/product/_motorola-razr-40-2189430.html,new,2024-04-07,,0,0.0,
13,nokia,g60 5g,Smartphone,6.58,128,unknown,239.0,https://www.mediamarkt.ch/de/product/_nokia-g60-5g-2161081.html,new,2024-04-07,2161081.0,1,5.0,4.0
13,motorola,moto e22i,Smartphone,6.5,32,unknown,149.0,https://www.mediamarkt.ch/de/product/_motorola-moto-e22i-2161924.html,new,2024-04-07,2161924.0,0,0.0,7.0
13,xiaomi,redmi note 13 pro 4g,Smartphone,6.67,256,purple,312.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-4g-2220896.html,new,2024-04-07,2220896.0,0,0.0,7.0
13,crosscall,core,Smartphone,6.08,64,schwarz,711.0,https://www.mediamarkt.ch/de/product/_crosscall-core-z5-2162748.html,new,2024-04-07,2162748.0,0,0.0,7.0
14,nothing,phone (2),Smartphone,6.7,512,unknown,649.0,https://www.mediamarkt.ch/de/product/_nothing-phone-2-2189934.html,new,2024-04-07,2189934.0,0,0.0,
14,motorola,razr 40,Smartphone,6.9,256,green,736.0,https://www.mediamarkt.ch/de/product/_motorola-razr-40-2189431.html,new,2024-04-07,,0,0.0,
14,motorola,razr 40 ultra,Smartphone,6.9,256,black,1004.0,https://www.mediamarkt.ch/de/product/_motorola-razr-40-ultra-2189435.html,new,2024-04-07,,0,0.0,
14,motorola,razr 40 ultra,Smartphone,6.9,256,blue,790.0,https://www.mediamarkt.ch/de/product/_motorola-razr-40-ultra-2189433.html,new,2024-04-07,,0,0.0,
14,nothing,phone (2),Smartphone,6.7,512,weiss,649.0,https://www.mediamarkt.ch/de/product/_nothing-phone-2-2189935.html,new,2024-04-07,2189935.0,1,5.0,
14,crosscall,action,Smartphone,5.45,64,schwarz,511.0,https://www.mediamarkt.ch/de/product/_crosscall-action-x5-2111324.html,new,2024-04-07,2111324.0,0,0.0,7.0
14,motorola,razr 40,Smartphone,6.9,256,unknown,698.0,https://www.mediamarkt.ch/de/product/_motorola-razr-40-2189429.html,new,2024-04-07,,0,0.0,
14,samsung,galaxy s23+,Smartphone,6.6,512,unknown,849.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167377.html,new,2024-04-07,,0,0.0,
14,motorola,edge 40 neo,Smartphone,6.55,256,unknown,371.0,https://www.mediamarkt.ch/de/product/_motorola-edge-40-neo-2216176.html,new,2024-04-07,2216176.0,0,0.0,
14,samsung,galaxy s23+,Smartphone,6.6,512,green,849.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167376.html,new,2024-04-07,,0,0.0,
14,xiaomi,redmi 12,Smartphone,6.79,256,silver,204.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12-2203270.html,new,2024-04-07,2203270.0,0,0.0,
14,samsung,galaxy s23+,Smartphone,6.6,512,unknown,849.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167375.html,new,2024-04-07,,0,0.0,
14,motorola,edge 40 neo,Smartphone,6.55,256,black,371.0,https://www.mediamarkt.ch/de/product/_motorola-edge-40-neo-2216174.html,new,2024-04-07,2216174.0,18,5.0,7.0
14,motorola,edge 40 neo,Smartphone,6.55,256,unknown,371.0,https://www.mediamarkt.ch/de/product/_motorola-edge-40-neo-2216175.html,new,2024-04-07,2216175.0,7,4.7,7.0
14,samsung,galaxy s24,Smartphone,6.2,256,unknown,899.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220724.html,new,2024-04-07,2220724.0,274,4.4,2.0
14,xiaomi,redmi 12,Smartphone,6.79,128,silver,178.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12-2203273.html,new,2024-04-07,2203273.0,7,4.9,
14,xiaomi,redmi 12,Smartphone,6.79,128,blue,178.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12-2203275.html,new,2024-04-07,2203275.0,15,4.3,7.0
14,apple,iphone 13,Smartphone,6.1,512,green,835.0,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2118879.html,new,2024-04-07,2118879.0,0,0.0,
14,apple,iphone 12,Smartphone,6.1,128,green,529.0,https://www.mediamarkt.ch/de/product/_apple-iphone-12-2028661.html,new,2024-04-07,2028661.0,4,4.8,7.0
14,apple,iphone 15 pro max,Smartphone,6.7,1000 GB,blue,1579.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-pro-max-2203441.html,new,2024-04-07,2203441.0,1,5.0,
14,oppo,reno8 lite 5g,Smartphone,6.43,128,unknown,179.0,https://www.mediamarkt.ch/de/product/_oppo-reno8-lite-5g-2131454.html,new,2024-04-07,2131454.0,2,5.0,
14,apple,iphone 15 plus,Smartphone,6.7,512,blue,1149.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203401.html,new,2024-04-07,2203401.0,0,0.0,2.0
14,apple,iphone 12,Smartphone,6.1,128,black,529.0,https://www.mediamarkt.ch/de/product/_apple-iphone-12-2028653.html,new,2024-04-07,2028653.0,8,3.3,2.0
14,apple,iphone 15 plus,Smartphone,6.7,512,yellow,1130.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203400.html,new,2024-04-07,2203400.0,0,0.0,2.0
15,apple,iphone 15 plus,Smartphone,6.7,512,green,1149.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203402.html,new,2024-04-07,2203402.0,0,0.0,2.0
15,apple,iphone 12,Smartphone,6.1,64,green,479.0,https://www.mediamarkt.ch/de/product/_apple-iphone-12-2028652.html,new,2024-04-07,2028652.0,4,4.8,2.0
15,xiaomi,redmi note 11 pro 4g,Smartphone,6.67,128,unknown,339.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-11-pro-4g-2122548.html,new,2024-04-07,2122548.0,8,4.5,
15,xiaomi,black shark 2 pro,Smartphone,6.39,128,unknown,598.0,https://www.mediamarkt.ch/de/product/_xiaomi-black-shark-2-pro-1971824.html,new,2024-04-07,1971824.0,0,0.0,7.0
15,apple,iphone se (2022),Smartphone,4.7,64,unknown,383.0,https://www.mediamarkt.ch/de/product/_apple-iphone-se-2022-2118898.html,new,2024-04-07,2118898.0,6,5.0,6.0
15,apple,iphone 15,Smartphone,6.1,512,yellow,1049.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-2203384.html,new,2024-04-07,2203384.0,0,0.0,2.0
15,apple,iphone 15,Smartphone,6.1,512,pink,1039.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-2203383.html,new,2024-04-07,2203383.0,0,0.0,2.0
15,apple,iphone 15,Smartphone,6.1,512,blue,1049.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-2203386.html,new,2024-04-07,2203386.0,2,5.0,2.0
15,apple,iphone 15,Smartphone,6.1,512,green,1049.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-2203387.html,new,2024-04-07,2203387.0,0,0.0,2.0
15,apple,iphone 14,Smartphone,6.1,128,red,621.0,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2151028.html,new,2024-04-07,2151028.0,16,4.8,2.0
15,apple,iphone 15 plus,Smartphone,6.7,128,yellow,829.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203390.html,new,2024-04-07,2203390.0,0,0.0,4.0
15,samsung,galaxy s21 fe 5g,Smartphone,6.4,128,unknown,707.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s21-fe-5g-2105601.html,new,2024-04-07,2105601.0,6,3.7,
15,apple,iphone 15 plus,Smartphone,6.7,256,pink,929.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203394.html,new,2024-04-07,2203394.0,2,5.0,
15,xiaomi,redmi note 12 pro 4g,Smartphone,6.67,256,blue,383.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-12-pro-4g-2195958.html,new,2024-04-07,,0,0.0,
15,xiaomi,poco m5s,Smartphone,6.43,64,unknown,191.0,https://www.mediamarkt.ch/de/product/_xiaomi-poco-m5s-2152694.html,new,2024-04-07,2152694.0,0,0.0,7.0
15,xiaomi,poco m5s,Smartphone,6.43,64,weiss,206.0,https://www.mediamarkt.ch/de/product/_xiaomi-poco-m5s-2152695.html,new,2024-04-07,2152695.0,0,0.0,7.0
15,xiaomi,redmi 10,Smartphone,6.5,128,unknown,149.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-10-2141006.html,new,2024-04-07,2141006.0,10,3.4,2.0
15,xiaomi,13 pro,Smartphone,6.73,256,black,1161.0,https://www.mediamarkt.ch/de/product/_xiaomi-13-pro-2175507.html,new,2024-04-07,2175507.0,2,5.0,
15,fairphone,4 5g,Smartphone,6.3,256,unknown,515.0,https://www.mediamarkt.ch/de/product/_fairphone-4-5g-2093553.html,new,2024-04-07,2093553.0,0,0.0,2.0
15,xiaomi,13,Smartphone,6.36,256,schwarz,893.0,https://www.mediamarkt.ch/de/product/_xiaomi-13-2175508.html,new,2024-04-07,2175508.0,6,4.2,
15,apple,iphone 15 plus,Smartphone,6.7,512,pink,1173.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203399.html,new,2024-04-07,2203399.0,0,0.0,
15,xiaomi,redmi note 12 pro 5g,Smartphone,6.67,128,black,239.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-12-pro-5g-2176856.html,new,2024-04-07,,0,0.0,
15,apple,iphone 14 pro,Smartphone,6.1,256,purple,797.0,https://www.mediamarkt.ch/de/product/_apple-iphone-14-pro-2151062.html,new,2024-04-07,2151062.0,19,4.7,
15,apple,iphone 15 pro,Smartphone,6.1,1000 GB,blue,1485.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-pro-2203423.html,new,2024-04-07,2203423.0,3,4.7,2.0
16,apple,iphone 12,Smartphone,6.1,64,white,479.0,https://www.mediamarkt.ch/de/product/_apple-iphone-12-2028626.html,new,2024-04-07,2028626.0,11,4.4,4.0
16,apple,iphone 14 plus,Smartphone,6.7,256,blue,829.0,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151049.html,new,2024-04-07,2151049.0,2,5.0,
16,xiaomi,redmi note 12 4g,Smartphone,6.67,128,gray,159.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-12-4g-2176859.html,new,2024-04-07,,0,0.0,
